"","X.4","X.3","X.2","X.1","X","SampleNo","NACount","NAcountno2","row","PlateNo","WellNo","SampleNo.1","match","Year","Month","Day","State","nearestCity","countryCode","Pop","Lat","Long","BoxID","latitude","longitude","flyway","flyway2","Genetic_Group","Genetic_Group2","yearSampled","monthSampled","daySampled","julianDaySampled","Transmitter","bandNumber","bandmatch","generalSampleType","newOrRecap","observerName","aliveOrDead","nestlingAge","laydateForAnalysis","howLaydateEstimated","sexBird","phaseFAC","stateProv","hallux","tarsus","tail","wing","fatScore","billDepth","culmen","mass","subterminal","cropScore","CG10_top1","CG11_phlpp1","CG12_peak1","CG13_szt2","CG14_cry1","CG15_cpne4","CG2_clock","CG3_nacc2","CG4_cpne4","CG5_scn5a","CG6_lmbr1","CG7_htr2c","CG8_npas2","CG9_npas2","lfmm1","lfmm10","lfmm12","lfmm13","lfmm14","lfmm15","lfmm2","lfmm3","lfmm4","lfmm5","lfmm6","lfmm7","lfmm8","lfmm9","lfmm11","CG1_mybbp1a","D1_80perc","D2__80perc","D3__80perc","D4__80perc","wc2.0_bio_30s_14","wc2.0_bio_30s_13","wc2.0_bio_30s_04","Latcat1","amke_CG10_top1_A","amke_CG11_phlpp1_C","amke_CG12_peak1_T","amke_CG13_szt2_A","amke_CG14_cry1_C","amke_CG15_cpne4_A","amke_CG2_clock_C","amke_CG3_nacc2_G","amke_CG4_cpne4_C","amke_CG5_scn5a_C","amke_CG6_lmbr1_C","amke_CG7_htr2c_T","amke_CG8_npas2_T","amke_CG9_npas2_T","amke_lfmm1_G","amke_lfmm10_A","amke_lfmm12_C","amke_lfmm13_T","amke_lfmm14_G","amke_lfmm15_T","amke_lfmm2_A","amke_lfmm3_T","amke_lfmm4_G","amke_lfmm5_G","amke_lfmm6_A","amke_lfmm7_A","amke_lfmm8_T","amke_lfmm9_T","amke_lfmm11","amke_CG1_mybbp1a_G","D1","D2","D3","D4"
"999",999,999,999,905,905,"18N00180",3,2,632,"MISC1","F8","18N00180",FALSE,2018,"JUN",25,"OR",NA,"USA",153,44.424972,-121.408278,NA,44.424972,-121.408278,"west","west","west","west",2018,"JUN",25,176,0,"157331090",FALSE,"Feathers",NA,"Ken Hashagen","Live",20,116,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,1,0,0,1,0,1,2,NA,0.008046946,0.966040124,0.402268693,-0.18483825,12,62,667.1439651,"(43.7,67.6]",0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,1,0,0,1,0,1,2,NA,-0.446163644175709,0.323301493996059,1.10441658198453,0.577000462935455
"1000",1000,1000,1000,906,906,"18N00181",1,0,643,"MISC1","G7","18N00181",FALSE,2018,"JUN",25,"OR",NA,"USA",153,44.431917,-121.406306,NA,44.431917,-121.406306,"west","west","west","west",2018,"JUN",25,176,0,"157331093",FALSE,"Feathers",NA,"Ken Hashagen","Live",18,118,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,0,1,0,2,2,0,1,0,NA,-0.010879942,0.646046526,-0.492381169,0.570948661,12,63,663.4190426,"(43.7,67.6]",0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,0,1,0,2,2,0,1,0,NA,-0.535297743406735,2.60550175340142,1.78446676355365,-1.60801521851423
"1001",1001,1001,1001,904,904,"17N02133",1,1,1179,"1","F12","17N02133",FALSE,2017,"JUL",7,"OR","Bend","USA",153,44.43632,-121.40898,NA,44.43632,-121.40898,"west","west","west","west",2017,"JUL",7,188,0,"178389298",FALSE,"Feathers","New","Don McCartney","Live",24,124,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,1,0,0,NA,0,2,1,0,1,2,0,1.065148124,0.58123249,0.242333635,1.427486359,12,66,655.9729894,"(43.7,67.6]",1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,1,0,0,NA,0,2,1,0,1,2,0,0.89034952001032,-0.625896794182274,1.04304546002913,0.829642074298319
"1002",1002,1002,1002,913,913,"18N00196",1,0,656,"MISC1","H8","18N00196",FALSE,2018,"JUN",30,"OR",NA,"USA",153,44.45131,-121.36812,NA,44.45131,-121.36812,"west","west","west","west",2018,"JUN",30,181,0,"180302744",FALSE,"Feathers",NA,"Jim Anderson","Live",26,115,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,1,1,1,1,2,2,2,0,0,0,NA,-1.196296655,0.264693327,-1.280535962,-0.195233493,13,60,677.9496454,"(43.7,67.6]",0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,1,1,1,1,2,2,2,0,0,0,NA,-1.21978467513203,-0.0516123327667624,1.05922321521981,0.938216652491608
"1004",1004,1004,1004,914,914,"18N00195",8,8,230,"AMKE_B2","D6","18N00195",FALSE,2018,"JUN",30,"OR",NA,"USA",153,44.45402,-121.36167,NA,44.45402,-121.36167,"west","west","west","west",2018,"JUN",30,181,0,"180302741",FALSE,"Feathers",NA,"Jim Anderson","Live",20,121,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,NA,0,1,1,2,0,0,0,NA,0,0,0,-0.237015887,-0.794703451,0.354469812,-0.229372409,13,59,682.3804019,"(43.7,67.6]",0,NA,NA,NA,0,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,NA,0,1,1,2,0,0,0,NA,0,0,0,-0.59788641495101,-0.555761709093322,0.167871513218155,-0.578282547790824
"1005",1005,1005,1005,912,912,"18N00194",1,0,655,"MISC1","H7","18N00194",FALSE,2018,"JUN",30,"OR",NA,"USA",153,44.4548,-121.3753,NA,44.4548,-121.3753,"west","west","west","west",2018,"JUN",30,181,0,"180302738",FALSE,"Feathers",NA,"Jim Anderson","Live",24,117,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,1,0,0,0,0,1,1,2,0,NA,-0.087623559,0.311302504,0.184624007,0.012542786,13,61,677.2184372,"(43.7,67.6]",0,0,2,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,1,0,0,0,0,1,1,2,0,NA,0.289286001376159,-0.731155920473409,-0.668121337090053,-1.54485804305249
"1007",1007,1007,1007,909,909,"18N00182",1,0,646,"MISC1","G10","18N00182",FALSE,2018,"JUN",25,"OR",NA,"USA",153,44.45575,-121.3875,NA,44.45575,-121.3875,"west","west","west","west",2018,"JUN",25,176,0,"157331097",FALSE,"Feathers",NA,"Ken Hashagen","Live",25,111,"Based on nestling age","Female","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,1,2,2,2,0,1,0,NA,-0.163084633,0.765620006,0.240214584,1.098416339,13,63,671.8320702,"(43.7,67.6]",1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,1,2,2,2,0,1,0,NA,-0.601803905669282,-0.43626161624973,0.995928538648009,1.05381288578019
"1009",1009,1009,1009,924,924,"18N00191",1,0,653,"MISC1","H5","18N00191",FALSE,2018,"JUL",8,"OR",NA,"USA",153,44.465833,-121.302222,NA,44.465833,-121.302222,"west","west","west","west",2018,"JUL",8,189,0,"157331153",FALSE,"Feathers",NA,"Ken Hashagen","Live",26,123,"Based on nestling age","Male","Nestling","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,0,1,NA,-1.140654365,0.702399932,0.065364729,-0.111003284,13,53,676.0316348,"(43.7,67.6]",0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,0,1,NA,-0.919027847317011,1.74593231386175,-1.39266770426831,-0.211317189849271
"1047",1047,1047,1047,645,645,"16N0550",0,0,1429,"4","A3","16N0550",FALSE,2016,"JUN",13,"PA","Reinholds","USA",156,40.267,-75.1155,NA,40.267,-75.1155,"east","east","east","east",2016,"JUN",13,164,0,"183317495",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,2,2,0,0.553470098,-0.431545689,1.45617799,1.454643656,71,113,905.8625346,"(33.9,41.8]",2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,2,2,0,0.45932003631536,-0.22199889681063,-0.848295714716849,0.569445260723606
"1048",1048,1048,1048,646,646,"16N0547",1,1,1428,"4","A2","16N0547",FALSE,2016,"JUN",13,"PA","Reinholds","USA",156,40.267,-75.1155,NA,40.267,-75.1155,"east","east","east","east",2016,"JUN",13,164,0,"183317488",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,0,1,0,1,1,0,1,1,1,0,NA,1,0,2,1,1,0,2,0,0,0,2,2,0,0,0.687269919,-1.053240491,0.394779464,-0.567468357,71,113,905.8625346,"(33.9,41.8]",2,2,2,1,1,0,1,0,1,1,0,1,1,1,0,NA,1,0,2,1,1,0,2,0,0,0,2,2,0,0,1.19613623366144,-1.61602170554497,-2.29834690180583,-0.889052046338764
"1050",1050,1050,1050,603,603,"18N00680",2,2,248,"AMKE_B2","E12","18N00680",FALSE,2018,"JUN",14,"PA","Belleville","USA",157,40.610119,-77.74929,NA,40.610119,-77.74929,"east","east","east","east",2018,"JUN",14,165,0,"152398902",FALSE,"Feathers","New","Nick Kerlin","Live",16,109,"Based on nestling age","Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,2,0,2,0,1,0,0,-0.720144262,0.076110798,0.127901614,1.104680421,63,107,916.2310581,"(33.9,41.8]",0,NA,NA,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,2,0,2,0,1,0,0,-0.733990369710537,-0.507464481326512,-0.686388719406645,1.16820054705285
"1052",1052,1052,1052,609,609,"18N00681",3,3,242,"AMKE_B2","E6","18N00681",FALSE,2018,"JUN",14,"PA","Belleville","USA",159,40.620562,-77.687591,NA,40.620562,-77.687591,"east","east","east","east",2018,"JUN",14,165,0,"152398906",FALSE,"Feathers","New","Nick Kerlin","Live",18,107,"Based on nestling age","Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,1,2,1,0,2,0,1,0,0,0,-0.699145387,-0.302579265,-0.950876251,1.633857846,63,108,919.4077435,"(33.9,41.8]",0,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,1,2,1,0,2,0,1,0,0,0,-0.733990369710537,-0.507464481326512,-0.686388719406645,1.16820054705285
"1053",1053,1053,1053,620,620,"16N0991",0,0,1437,"4","B1","16N0991",FALSE,2016,"JUN",30,"PA","Kempton","USA",160,40.628059,-75.852979,NA,40.628059,-75.852979,"east","east","east","east",2016,"JUN",30,181,0,"183336207",FALSE,"Feathers",NA,"Jean-Francois Therrien","Live",19,122,"Based on nestling age","Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,1,2,0,1.170092887,0.534416087,1.164863791,0.685086908,69,115,922.8238198,"(33.9,41.8]",2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,1,2,0,1.53497777105755,-0.0448396766677632,1.02363449291545,0.439160681174295
"1054",1054,1054,1054,621,621,"16N0989",0,0,1436,"4","A12","16N0989",FALSE,2016,"JUN",22,"PA","Kempton","USA",160,40.628059,-75.852979,NA,40.628059,-75.852979,"east","east","east","east",2016,"JUN",22,173,0,"114338022",FALSE,"Feathers",NA,"Jean-Francois Therrien","Live",16,117,"Based on nestling age","Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,0,1,1,2,0,2,0,2,0,0,0.821175394,-0.654826574,1.45111711,0.84882323,69,115,922.8238198,"(33.9,41.8]",1,2,2,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,0,1,1,2,0,2,0,2,0,0,0.567020793169888,-0.933575618057589,0.695399138495161,-0.11214679108582
"1055",1055,1055,1055,622,622,"16N0986",1,1,1435,"4","A11","16N0986",FALSE,2016,"JUN",14,"PA","Kempton","USA",160,40.628059,-75.852979,NA,40.628059,-75.852979,"east","east","east","east",2016,"JUN",14,165,0,"114338003",FALSE,"Feathers",NA,"Jean-Francois Therrien","Live",20,105,"Based on nestling age","Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,NA,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,1,0,2,2,0,1.205006287,0.99568049,1.151778674,-0.489219383,69,115,922.8238198,"(33.9,41.8]",2,0,1,0,0,NA,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,1,0,2,2,0,1.02251614599009,1.49010957325348,-1.50158408155432,-0.52719716482589
"1056",1056,1056,1056,631,631,"16N0589",0,0,1434,"4","A8","16N0589",FALSE,2016,"JUN",21,"PA","Orefield","USA",161,40.635,-75.5849,NA,40.635,-75.5849,"east","east","east","east",2016,"JUN",21,172,0,"183317624",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0,1,0,1,1,0,0,0.445100561,0.991231871,-0.408627645,1.250895982,68,116,927.1031666,"(33.9,41.8]",2,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0,1,0,1,1,0,0,0.672658065686243,0.187497291869054,-2.65285066743508,1.33853891305419
"1057",1057,1057,1057,632,632,"16N0587",0,0,1433,"4","A7","16N0587",FALSE,2016,"JUN",21,"PA","Orefield","USA",161,40.635,-75.5849,NA,40.635,-75.5849,"east","east","east","east",2016,"JUN",21,172,0,"183317614",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,1,2,1,0,2,1,2,1,1,0,0,0.618852923,1.070278246,0.652486846,0.976419524,68,116,927.1031666,"(33.9,41.8]",2,0,2,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,1,2,1,0,2,1,2,1,1,0,0,1.3433803224599,-0.973892073371235,0.293630971592019,-0.287806303477619
"1058",1058,1058,1058,615,615,"18N00402",5,5,246,"AMKE_B2","E10","18N00402",FALSE,2018,"JUN",25,"PA","Orwigsburg","USA",162,40.635323,-75.986913,NA,40.635323,-75.986913,"east","east","east","east",2018,"JUN",25,176,0,"183336376",FALSE,"Feathers","New","Jean-Francois Therrien","Live",NA,NA,NA,"Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,NA,1,NA,0,1,1,1,0,1,0,0,1,1,1,2,1,0,2,1,0,0,-0.19384715,-0.944522215,-0.064471608,-1.764375362,78,123,910.9198683,"(33.9,41.8]",0,NA,NA,NA,0,0,1,0,0,NA,1,NA,0,1,1,1,0,1,0,0,1,1,1,2,1,0,2,1,0,0,-0.594829671174513,0.534041602943116,0.331330141218537,-1.34572773891367
"1059",1059,1059,1059,616,616,"18N00404",2,2,247,"AMKE_B2","E11","18N00404",FALSE,2018,"JUN",25,"PA","Orwigsburg","USA",162,40.635323,-75.986813,NA,40.635323,-75.986813,"east","east","east","east",2018,"JUN",25,176,0,"183336381",FALSE,"Feathers","New","Jean-Francois Therrien","Live",NA,NA,NA,"Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,1,0,2,0,0,0,1,0,0,-0.253805145,-0.525362197,-0.294854367,0.682242464,78,123,910.9198683,"(33.9,41.8]",0,NA,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,1,0,2,0,0,0,1,0,0,-0.748639309027084,-0.569326008531115,0.92793517601507,0.0236699884106137
"1061",1061,1061,1061,636,636,"16N0556",0,0,1431,"4","A5","16N0556",FALSE,2016,"JUN",13,"PA","BATH","USA",163,40.7257,-75.3941,NA,40.7257,-75.3941,"east","east","east","east",2016,"JUN",13,164,0,"183317560",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,2,2,0,0.959135229,-0.817760658,1.829291293,0.181238475,69,115,929.980043,"(33.9,41.8]",2,1,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,2,2,0,1.4084438659515,-0.0492341201779236,-1.53959269464196,-0.496723308198282
"1062",1062,1062,1062,598,598,"18N00683",2,2,240,"AMKE_B2","E4","18N00683",FALSE,2018,"JUN",23,"PA","Pennsylvania Furnace","USA",163,40.728905,-77.981998,NA,40.728905,-77.981998,"east","east","east","east",2018,"JUN",23,174,0,"152398913",FALSE,"Feathers","New","Nick Kerlin","Live",22,112,"Based on nestling age","Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,2,0,0,0,0,1,1,1,1,2,0,0,0,1,2,1,1,0,2,0,1,0,1,0,-0.746169466,-0.005246341,-1.474407358,0.243882397,65,107,915.0868257,"(33.9,41.8]",0,NA,NA,0,1,0,2,0,0,0,0,1,1,1,1,2,0,0,0,1,2,1,1,0,2,0,1,0,1,0,-0.670091675827136,-0.628266083194561,-0.657723802363236,1.34538276129281
"1063",1063,1063,1063,639,639,"16N0555",0,0,1430,"4","A4","16N0555",FALSE,2016,"JUN",13,"PA","Nazareth","USA",164,40.7404,-75.3096,NA,40.7404,-75.3096,"east","east","east","east",2016,"JUN",13,164,0,"183317557",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,2,2,2,0,0,0,0.470991702,1.507840979,-0.544105596,1.390958348,70,115,929.453673,"(33.9,41.8]",2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,2,2,2,0,0,0,0.591053688709798,-0.843365945503937,-1.23065031705716,0.784271331294842
"1064",1064,1064,1064,599,599,"18N00685",2,2,238,"AMKE_B2","E2","18N00685",FALSE,2018,"JUN",29,"PA","State College","USA",163,40.78567,-77.882613,NA,40.78567,-77.882613,"east","east","east","east",2018,"JUN",29,180,0,"152398926",FALSE,"Feathers","New","Nick Kerlin","Live",16,124,"Based on nestling age","Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,0,1,1,1,2,2,0,2,1,0,1,0.587082713,-0.257500266,0.285541236,1.938131362,67,109,925.9143795,"(33.9,41.8]",1,NA,NA,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,0,1,1,1,2,2,0,2,1,0,1,-0.102364974084434,-1.07849946892594,0.744702537989834,0.400212831459707
"1065",1065,1065,1065,635,635,"16N0585",0,0,1432,"4","A6","16N0585",FALSE,2016,"JUN",15,"PA","DANIELSVILLE","USA",164,40.787564,-75.476293,NA,40.787564,-75.476293,"east","east","east","east",2016,"JUN",15,166,0,"183317575",FALSE,"Feathers","New","Tim Kita","Live",NA,NA,NA,"Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,2,1,2,2,0,1,2,1,0,0,0,1.183119974,-0.281400856,-0.49022339,1.312781867,69,118,920.6219056,"(33.9,41.8]",2,0,1,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,2,1,2,2,0,1,2,1,0,0,0,0.775020260646137,-0.755774097569241,0.964204371719863,0.971383416444851
"1066",1066,1066,1066,602,602,"18N00684",5,5,244,"AMKE_B2","E8","18N00684",FALSE,2018,"JUN",24,"PA","Boalsburg","USA",163,40.791178,-77.787925,NA,40.791178,-77.787925,"east","east","east","east",2018,"JUN",24,175,0,"152398918",FALSE,"Feathers","New","Nick Kerlin","Live",16,119,"Based on nestling age","Female","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,1,1,NA,2,0,1,1,1,1,1,1,1,2,NA,0,2,0,0,1,0,0,-0.092200171,-1.613036889,-0.066340393,-0.438740338,66,110,922.6274765,"(33.9,41.8]",0,NA,NA,NA,0,1,0,0,0,1,1,NA,2,0,1,1,1,1,1,1,1,2,NA,0,2,0,0,1,0,0,-0.602659125841694,-0.348952338133416,0.177296441140561,-1.02209211615309
"1069",1069,1069,1069,610,610,"18N00682",3,3,243,"AMKE_B2","E7","18N00682",FALSE,2018,"JUN",17,"PA","Spring Mills","USA",165,40.908728,-77.570763,NA,40.908728,-77.570763,"east","east","east","east",2018,"JUN",17,168,0,"152398908",FALSE,"Feathers","New","Nick Kerlin","Live",17,111,"Based on nestling age","Male","Nestling","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,1,1,0,2,1,1,0,0,-0.589802081,-0.734841354,0.309389865,0.15958066,66,116,919.5918856,"(33.9,41.8]",0,NA,NA,NA,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,1,1,0,2,1,1,0,0,-0.733990369710537,-0.507464481326512,-0.686388719406645,1.16820054705285
"1070",1070,1070,1070,755,755,"18N00384",5,4,140,"AMKE_B1","D10","18N00384",FALSE,2018,"APR",27,"QC","Le Bic","CAN",166,48.331939,-68.776424,NA,48.331939,-68.776424,"east","east","east","east",2018,"APR",27,116,0,"178304064",FALSE,"Feathers","New","Alex Paiement","Live",NA,NA,NA,"Female","Breeding","QC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,1,1,1,0,0,NA,1,1,1,1,NA,0,0,0,0,1,0,0,2,2,NA,2,NA,0,-0.537972269,0.23975028,-0.906507011,0.029272011,58,96,1086.111368,"(43.7,67.6]",1,0,0,NA,0,0,1,1,1,0,0,NA,1,1,1,1,NA,0,0,0,0,1,0,0,2,2,NA,2,NA,0,-0.785770477605621,-0.523853464184426,-1.19892615012901,0.866700800630176
"1071",1071,1071,1071,756,756,"18N00386",11,9,142,"AMKE_B1","D12","18N00386",FALSE,2018,"APR",28,"QC","Rimouski","CAN",166,48.3592,-68.6949,NA,48.3592,-68.6949,"east","east","east","east",2018,"APR",28,117,0,"178304066",FALSE,"Feathers","New","Alex Paiement","Live",NA,NA,NA,"Male","Breeding","QC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,0,0,NA,0,0,0,NA,0,NA,1,0,2,2,NA,2,2,1,0,NA,NA,0,2,0,NA,NA,NA,NA,-0.489832506,-1.388934252,0.197088876,0.541530347,54,96,1092.759242,"(43.7,67.6]",0,2,NA,0,0,NA,0,0,0,NA,0,NA,1,0,2,2,NA,2,2,1,0,NA,NA,0,2,0,NA,NA,NA,NA,-0.683895724685076,-0.792114063847165,0.0737727185786157,-0.730069465011828
"1072",1072,1072,1072,757,757,"18N00383",11,10,143,"AMKE_B1","E1","18N00383",FALSE,2018,"APR",25,"QC","Sainte-Luce","CAN",166,48.50917,-68.353832,NA,48.50917,-68.353832,"east","east","east","east",2018,"APR",25,114,0,"178304063",FALSE,"Feathers","New","Alex Paiement","Live",NA,NA,NA,"Female","Breeding","QC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,1,0,2,2,0,NA,NA,2,0,1,NA,0,NA,0,-0.123712588,0.377304932,1.448346654,-1.169038175,59,90,1089.619074,"(43.7,67.6]",0,0,NA,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,1,0,2,2,0,NA,NA,2,0,1,NA,0,NA,0,-0.319141882156514,0.791048185624993,0.478925606691777,-0.457548712972531
"1073",1073,1073,1073,1467,1467,"17N02854",2,2,256,"AMKE_B2","F8","17N02854",FALSE,2017,"JUN",29,"SK","Climax","CAN",167,49.21833,-108.3847,NA,49.21833,-108.3847,"west","west","west","west",2017,"JUN",29,180,0,"178356491",FALSE,"Feathers","New","Jared Clarke","Live",18,122,"Based on nestling age","Male","Nestling","SK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0,0,1,0,2,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,-0.194524341,-0.850992569,1.36191618,-1.192459906,11,78,1130.293867,"(43.7,67.6]",0,NA,NA,1,0,0,1,0,0,1,0,2,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,-0.553653002517726,0.164265197753146,0.08611176297672,-1.095779563065
"1074",1074,1074,1074,1470,1470,"17N02852",3,3,216,"AMKE_B2","C4","17N02852",FALSE,2017,"JUN",23,"SK","Rush Lake","CAN",168,50.3175,-107.3789,NA,50.3175,-107.3789,"west","west","west","west",2017,"JUN",23,174,0,"178356481",FALSE,"Feathers","New","Jared Clarke","Dead",19,115,"Based on nestling age","Female","Nestling","SK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,1,0,0,2,0,0,1,0,1,1,0,2,1,1,2,0,0,2,0,0,1,0,1,0.3813973,-0.097885057,-1.396176821,0.83311039,11,75,1170.33236,"(43.7,67.6]",1,NA,NA,NA,1,0,0,1,0,0,2,0,0,1,0,1,1,0,2,1,1,2,0,0,2,0,0,1,0,1,-0.112901571090037,2.74848715429503,-1.4770661815299,-0.518815844038822
